ts_ms,ts_utc,base,venue,side,slip_target_bp,capacity_usd,actual_slip_bp,best_price
1789234084584,2026-09-12T17:28:04Z,SPY,perp,bid,1.0,27986.04,0.8951,765.97
1789234084584,2026-09-12T17:28:04Z,SPY,perp,bid,5.0,27986.04,0.8951,765.97
1789234084584,2026-09-12T17:28:04Z,SPY,perp,ask,1.0,2523082.74,0.2055,765.98
1789234084584,2026-09-12T17:28:04Z,SPY,perp,ask,5.0,2523082.74,0.2055,765.98
1789234084584,2026-09-12T17:28:04Z,TSLA,perp,bid,1.0,538.05,0.6226,366.04
1789234084584,2026-09-12T17:28:04Z,TSLA,perp,bid,5.0,3531.84,1.2527,366.04
1789234084584,2026-09-12T17:28:04Z,TSLA,perp,ask,1.0,226176.32,0.5449,366.05
1789234084584,2026-09-12T17:28:04Z,TSLA,perp,ask,5.0,226176.32,0.5449,366.05
1789234114592,2026-09-12T17:28:34Z,AAPL,perp,bid,1.0,174025.16,0.7319,333.7
1789234114592,2026-09-12T17:28:34Z,AAPL,perp,bid,5.0,174025.16,0.7319,333.7
1789234114592,2026-09-12T17:28:34Z,AAPL,perp,ask,1.0,637.4,0.1883,333.71
1789234114592,2026-09-12T17:28:34Z,AAPL,perp,ask,5.0,167615.86,1.195,333.71
1789234114592,2026-09-12T17:28:34Z,GOOGL,perp,bid,1.0,8987.62,0.7364,339.95
1789234114592,2026-09-12T17:28:34Z,GOOGL,perp,bid,5.0,8987.62,0.7364,339.95
1789234114592,2026-09-12T17:28:34Z,GOOGL,perp,ask,1.0,73877.92,0.1636,339.96
1789234114592,2026-09-12T17:28:34Z,GOOGL,perp,ask,5.0,73877.92,0.1636,339.96
1789234114592,2026-09-12T17:28:34Z,HOOD,perp,bid,1.0,18766.93,0.8667,112.4
1789234114592,2026-09-12T17:28:34Z,HOOD,perp,bid,5.0,45037.62,1.9814,112.4
1789234114592,2026-09-12T17:28:34Z,HOOD,perp,ask,1.0,1245.83,0.8565,112.43
1789234114592,2026-09-12T17:28:34Z,HOOD,perp,ask,5.0,101859.02,3.2815,112.43
1789234114592,2026-09-12T17:28:34Z,META,perp,bid,1.0,45.5,0.0,649.96
1789234114592,2026-09-12T17:28:34Z,META,perp,bid,5.0,10039.96,1.9096,649.96
1789234114592,2026-09-12T17:28:34Z,META,perp,ask,1.0,62333.66,0.6738,650.01
1789234114592,2026-09-12T17:28:34Z,META,perp,ask,5.0,62333.66,0.6738,650.01
1789234114592,2026-09-12T17:28:34Z,MRVL,perp,bid,1.0,49.87,-0.0,237.48
1789234114592,2026-09-12T17:28:34Z,MRVL,perp,bid,5.0,168556.59,3.3561,237.48
1789234114592,2026-09-12T17:28:34Z,MRVL,perp,ask,1.0,217173.91,0.4918,237.49
1789234114592,2026-09-12T17:28:34Z,MRVL,perp,ask,5.0,217173.91,0.4918,237.49
1789234114592,2026-09-12T17:28:34Z,NVDA,perp,bid,1.0,3682.95,0.7168,219.5
1789234114592,2026-09-12T17:28:34Z,NVDA,perp,bid,5.0,29501.24,1.3404,219.5
1789234114592,2026-09-12T17:28:34Z,NVDA,perp,ask,1.0,268110.9,0.3793,219.51
1789234114592,2026-09-12T17:28:34Z,NVDA,perp,ask,5.0,268110.9,0.3793,219.51
1789234114592,2026-09-12T17:28:34Z,QQQ,perp,bid,1.0,4169.69,0.2568,716.46
1789234114592,2026-09-12T17:28:34Z,QQQ,perp,bid,5.0,4169.69,0.2568,716.46
1789234114592,2026-09-12T17:28:34Z,QQQ,perp,ask,1.0,290186.98,0.0792,716.47
1789234114592,2026-09-12T17:28:34Z,QQQ,perp,ask,5.0,290186.98,0.0792,716.47
1789234114592,2026-09-12T17:28:34Z,SPY,perp,bid,1.0,26814.23,0.8884,765.97
1789234114592,2026-09-12T17:28:34Z,SPY,perp,bid,5.0,111973.54,1.0071,765.97
1789234114592,2026-09-12T17:28:34Z,SPY,perp,ask,1.0,2522584.83,0.2055,765.98
1789234114592,2026-09-12T17:28:34Z,SPY,perp,ask,5.0,2522584.83,0.2055,765.98
1789234114592,2026-09-12T17:28:34Z,TSLA,perp,bid,1.0,464.84,0.9207,366.05
1789234114592,2026-09-12T17:28:34Z,TSLA,perp,bid,5.0,3795.34,1.5754,366.05
1789234114592,2026-09-12T17:28:34Z,TSLA,perp,ask,1.0,220295.01,0.3368,366.06
1789234114592,2026-09-12T17:28:34Z,TSLA,perp,ask,5.0,220295.01,0.3368,366.06
1789234133106,2026-09-12T17:28:53Z,AAPL,perp,bid,1.0,174025.16,0.7319,333.7
1789234133106,2026-09-12T17:28:53Z,AAPL,perp,bid,5.0,174025.16,0.7319,333.7
1789234133106,2026-09-12T17:28:53Z,AAPL,perp,ask,1.0,637.4,0.1883,333.71
1789234133106,2026-09-12T17:28:53Z,AAPL,perp,ask,5.0,167615.86,1.195,333.71
1789234133106,2026-09-12T17:28:53Z,GOOGL,perp,bid,1.0,16318.63,0.8664,339.93
1789234133106,2026-09-12T17:28:53Z,GOOGL,perp,bid,5.0,16318.63,0.8664,339.93
1789234133106,2026-09-12T17:28:53Z,GOOGL,perp,ask,1.0,81917.7,0.2874,339.94
1789234133106,2026-09-12T17:28:53Z,GOOGL,perp,ask,5.0,81917.7,0.2874,339.94
1789234133106,2026-09-12T17:28:53Z,HOOD,perp,bid,1.0,10104.36,0.172,112.41
1789234133106,2026-09-12T17:28:53Z,HOOD,perp,bid,5.0,39322.51,2.4793,112.41
1789234133106,2026-09-12T17:28:53Z,HOOD,perp,ask,1.0,878.15,0.8427,112.43
1789234133106,2026-09-12T17:28:53Z,HOOD,perp,ask,5.0,109720.98,4.0478,112.43
1789234133106,2026-09-12T17:28:53Z,META,perp,bid,1.0,45.5,0.0,649.96
1789234133106,2026-09-12T17:28:53Z,META,perp,bid,5.0,10040.03,1.8413,649.96
1789234133106,2026-09-12T17:28:53Z,META,perp,ask,1.0,292.52,0.4171,650.01
1789234133106,2026-09-12T17:28:53Z,META,perp,ask,5.0,21810.5,1.2198,650.01
1789234133106,2026-09-12T17:28:53Z,MRVL,perp,bid,1.0,49.87,-0.0,237.48
1789234133106,2026-09-12T17:28:53Z,MRVL,perp,bid,5.0,168556.59,3.3561,237.48
1789234133106,2026-09-12T17:28:53Z,MRVL,perp,ask,1.0,217173.91,0.4918,237.49
1789234133106,2026-09-12T17:28:53Z,MRVL,perp,ask,5.0,217173.91,0.4918,237.49
1789234133106,2026-09-12T17:28:53Z,NVDA,perp,bid,1.0,3682.95,0.7168,219.5
1789234133106,2026-09-12T17:28:53Z,NVDA,perp,bid,5.0,29501.24,1.3404,219.5
1789234133106,2026-09-12T17:28:53Z,NVDA,perp,ask,1.0,268110.9,0.3793,219.51
1789234133106,2026-09-12T17:28:53Z,NVDA,perp,ask,5.0,268110.9,0.3793,219.51
1789234133106,2026-09-12T17:28:53Z,QQQ,perp,bid,1.0,4169.69,0.2568,716.46
1789234133106,2026-09-12T17:28:53Z,QQQ,perp,bid,5.0,4169.69,0.2568,716.46
1789234133106,2026-09-12T17:28:53Z,QQQ,perp,ask,1.0,405686.78,0.1758,716.47
1789234133106,2026-09-12T17:28:53Z,QQQ,perp,ask,5.0,405686.78,0.1758,716.47
1789234133106,2026-09-12T17:28:53Z,SPY,perp,bid,1.0,26814.23,0.8884,765.97
1789234133106,2026-09-12T17:28:53Z,SPY,perp,bid,5.0,111973.54,1.0071,765.97
1789234133106,2026-09-12T17:28:53Z,SPY,perp,ask,1.0,2522584.83,0.2055,765.98
1789234133106,2026-09-12T17:28:53Z,SPY,perp,ask,5.0,2522584.83,0.2055,765.98
1789234133106,2026-09-12T17:28:53Z,TSLA,perp,bid,1.0,464.84,0.9207,366.05
1789234133106,2026-09-12T17:28:53Z,TSLA,perp,bid,5.0,3795.34,1.5754,366.05
1789234133106,2026-09-12T17:28:53Z,TSLA,perp,ask,1.0,318594.6,0.7397,366.06
1789234133106,2026-09-12T17:28:53Z,TSLA,perp,ask,5.0,318594.6,0.7397,366.06
1789234163111,2026-09-12T17:29:23Z,AAPL,perp,bid,1.0,174025.16,0.7319,333.7
1789234163111,2026-09-12T17:29:23Z,AAPL,perp,bid,5.0,174025.16,0.7319,333.7
1789234163111,2026-09-12T17:29:23Z,AAPL,perp,ask,1.0,637.4,0.1883,333.71
1789234163111,2026-09-12T17:29:23Z,AAPL,perp,ask,5.0,167615.86,1.195,333.71
1789234163111,2026-09-12T17:29:23Z,GOOGL,perp,bid,1.0,12362.66,0.7774,339.94
1789234163111,2026-09-12T17:29:23Z,GOOGL,perp,bid,5.0,12362.66,0.7774,339.94
1789234163111,2026-09-12T17:29:23Z,GOOGL,perp,ask,1.0,61923.8,0.0146,339.96
1789234163111,2026-09-12T17:29:23Z,GOOGL,perp,ask,5.0,61923.8,0.0146,339.96
1789234163111,2026-09-12T17:29:23Z,HOOD,perp,bid,1.0,10094.25,0.1704,112.41
1789234163111,2026-09-12T17:29:23Z,HOOD,perp,bid,5.0,39297.73,2.4926,112.41
1789234163111,2026-09-12T17:29:23Z,HOOD,perp,ask,1.0,878.15,0.8427,112.43
1789234163111,2026-09-12T17:29:23Z,HOOD,perp,ask,5.0,74883.65,2.6564,112.43
1789234163111,2026-09-12T17:29:23Z,META,perp,bid,1.0,45.5,0.0,649.96
1789234163111,2026-09-12T17:29:23Z,META,perp,bid,5.0,10040.03,1.8413,649.96
1789234163111,2026-09-12T17:29:23Z,META,perp,ask,1.0,279.52,0.4079,650.01
1789234163111,2026-09-12T17:29:23Z,META,perp,ask,5.0,43095.1,1.3775,650.01
1789234163111,2026-09-12T17:29:23Z,MRVL,perp,bid,1.0,49.87,-0.0,237.48
1789234163111,2026-09-12T17:29:23Z,MRVL,perp,bid,5.0,168675.3,3.3555,237.48
1789234163111,2026-09-12T17:29:23Z,MRVL,perp,ask,1.0,217173.91,0.4918,237.49
1789234163111,2026-09-12T17:29:23Z,MRVL,perp,ask,5.0,217173.91,0.4918,237.49
1789234163111,2026-09-12T17:29:23Z,NVDA,perp,bid,1.0,7471.36,0.5578,219.5
1789234163111,2026-09-12T17:29:23Z,NVDA,perp,bid,5.0,69230.48,1.5586,219.5
1789234163111,2026-09-12T17:29:23Z,NVDA,perp,ask,1.0,297673.69,0.3142,219.51
1789234163111,2026-09-12T17:29:23Z,NVDA,perp,ask,5.0,297673.69,0.3142,219.51
1789234163111,2026-09-12T17:29:23Z,QQQ,perp,bid,1.0,4169.69,0.2568,716.46
1789234163111,2026-09-12T17:29:23Z,QQQ,perp,bid,5.0,4169.69,0.2568,716.46
1789234163111,2026-09-12T17:29:23Z,QQQ,perp,ask,1.0,405686.78,0.1758,716.47
1789234163111,2026-09-12T17:29:23Z,QQQ,perp,ask,5.0,405686.78,0.1758,716.47
1789234163111,2026-09-12T17:29:23Z,SPY,perp,bid,1.0,26814.23,0.8884,765.97
1789234163111,2026-09-12T17:29:23Z,SPY,perp,bid,5.0,111973.54,1.0071,765.97
1789234163111,2026-09-12T17:29:23Z,SPY,perp,ask,1.0,2523013.82,0.2056,765.98
1789234163111,2026-09-12T17:29:23Z,SPY,perp,ask,5.0,2523013.82,0.2056,765.98
1789234163111,2026-09-12T17:29:23Z,TSLA,perp,bid,1.0,446.54,0.6584,366.04
1789234163111,2026-09-12T17:29:23Z,TSLA,perp,bid,5.0,3718.48,1.3014,366.04
1789234163111,2026-09-12T17:29:23Z,TSLA,perp,ask,1.0,220194.58,0.5381,366.05
1789234163111,2026-09-12T17:29:23Z,TSLA,perp,ask,5.0,220194.58,0.5381,366.05
1789234193125,2026-09-12T17:29:53Z,AAPL,perp,bid,1.0,174025.16,0.7319,333.7
1789234193125,2026-09-12T17:29:53Z,AAPL,perp,bid,5.0,174025.16,0.7319,333.7
1789234193125,2026-09-12T17:29:53Z,AAPL,perp,ask,1.0,637.4,0.1883,333.71
1789234193125,2026-09-12T17:29:53Z,AAPL,perp,ask,5.0,167615.86,1.195,333.71
1789234193125,2026-09-12T17:29:53Z,GOOGL,perp,bid,1.0,12274.28,0.7727,339.94
1789234193125,2026-09-12T17:29:53Z,GOOGL,perp,bid,5.0,12274.28,0.7727,339.94
1789234193125,2026-09-12T17:29:53Z,GOOGL,perp,ask,1.0,61923.8,0.0146,339.96
1789234193125,2026-09-12T17:29:53Z,GOOGL,perp,ask,5.0,61923.8,0.0146,339.96
1789234193125,2026-09-12T17:29:53Z,HOOD,perp,bid,1.0,5291.71,0.1587,112.4
1789234193125,2026-09-12T17:29:53Z,HOOD,perp,bid,5.0,37482.85,2.1804,112.4
1789234193125,2026-09-12T17:29:53Z,HOOD,perp,ask,1.0,878.15,0.8427,112.43
1789234193125,2026-09-12T17:29:53Z,HOOD,perp,ask,5.0,119413.73,3.4492,112.43
1789234193125,2026-09-12T17:29:53Z,META,perp,bid,1.0,45.5,0.0,649.96
1789234193125,2026-09-12T17:29:53Z,META,perp,bid,5.0,10040.03,1.8413,649.96
1789234193125,2026-09-12T17:29:53Z,META,perp,ask,1.0,66844.66,0.6184,650.01
1789234193125,2026-09-12T17:29:53Z,META,perp,ask,5.0,66844.66,0.6184,650.01
1789234193125,2026-09-12T17:29:53Z,MRVL,perp,bid,1.0,954.31,0.7984,237.41
1789234193125,2026-09-12T17:29:53Z,MRVL,perp,bid,5.0,13321.24,1.656,237.41
1789234193125,2026-09-12T17:29:53Z,MRVL,perp,ask,1.0,129965.86,0.7137,237.42
1789234193125,2026-09-12T17:29:53Z,MRVL,perp,ask,5.0,129965.86,0.7137,237.42
1789234193125,2026-09-12T17:29:53Z,NVDA,perp,bid,1.0,5502.6,0.475,219.5
1789234193125,2026-09-12T17:29:53Z,NVDA,perp,bid,5.0,68771.73,1.5693,219.5
1789234193125,2026-09-12T17:29:53Z,NVDA,perp,ask,1.0,306794.72,0.3175,219.51
1789234193125,2026-09-12T17:29:53Z,NVDA,perp,ask,5.0,306794.72,0.3175,219.51
1789234193125,2026-09-12T17:29:53Z,QQQ,perp,bid,1.0,4191.18,0.2555,716.46
1789234193125,2026-09-12T17:29:53Z,QQQ,perp,bid,5.0,4191.18,0.2555,716.46
1789234193125,2026-09-12T17:29:53Z,QQQ,perp,ask,1.0,356099.91,0.2009,716.47
1789234193125,2026-09-12T17:29:53Z,QQQ,perp,ask,5.0,356099.91,0.2009,716.47
1789234193125,2026-09-12T17:29:53Z,SPY,perp,bid,1.0,27986.04,0.8951,765.97
1789234193125,2026-09-12T17:29:53Z,SPY,perp,bid,5.0,27986.04,0.8951,765.97
1789234193125,2026-09-12T17:29:53Z,SPY,perp,ask,1.0,2523013.82,0.2056,765.98
1789234193125,2026-09-12T17:29:53Z,SPY,perp,ask,5.0,2523013.82,0.2056,765.98
1789234193125,2026-09-12T17:29:53Z,TSLA,perp,bid,1.0,373.34,0.3348,366.03
1789234193125,2026-09-12T17:29:53Z,TSLA,perp,bid,5.0,5786.2,1.2723,366.03
1789234193125,2026-09-12T17:29:53Z,TSLA,perp,ask,1.0,220150.65,0.5379,366.05
1789234193125,2026-09-12T17:29:53Z,TSLA,perp,ask,5.0,220150.65,0.5379,366.05
1789234225224,2026-09-12T17:30:25Z,AAPL,perp,bid,1.0,7044.42,0.5874,333.72
1789234225224,2026-09-12T17:30:25Z,AAPL,perp,bid,5.0,171429.6,1.3058,333.72
1789234225224,2026-09-12T17:30:25Z,AAPL,perp,ask,1.0,265053.02,0.9312,333.73
1789234225224,2026-09-12T17:30:25Z,AAPL,perp,ask,5.0,265053.02,0.9312,333.73
1789234225224,2026-09-12T17:30:25Z,GOOGL,perp,bid,1.0,1312.48,0.5965,340.04
1789234225224,2026-09-12T17:30:25Z,GOOGL,perp,bid,5.0,6731.84,1.4077,340.04
1789234225224,2026-09-12T17:30:25Z,GOOGL,perp,ask,1.0,159912.63,0.0134,340.08
1789234225224,2026-09-12T17:30:25Z,GOOGL,perp,ask,5.0,159912.63,0.0134,340.08
1789234225224,2026-09-12T17:30:25Z,HOOD,perp,bid,1.0,5291.71,0.1587,112.4
1789234225224,2026-09-12T17:30:25Z,HOOD,perp,bid,5.0,37446.89,2.179,112.4
1789234225224,2026-09-12T17:30:25Z,HOOD,perp,ask,1.0,9269.55,0.885,112.43
1789234225224,2026-09-12T17:30:25Z,HOOD,perp,ask,5.0,109480.7,2.955,112.43
1789234225224,2026-09-12T17:30:25Z,META,perp,bid,1.0,1098.3,0.7374,649.93
1789234225224,2026-09-12T17:30:25Z,META,perp,bid,5.0,7784.95,1.5578,649.93
1789234225224,2026-09-12T17:30:25Z,META,perp,ask,1.0,45333.18,0.9425,649.97
1789234225224,2026-09-12T17:30:25Z,META,perp,ask,5.0,45333.18,0.9425,649.97
1789234225224,2026-09-12T17:30:25Z,MRVL,perp,bid,1.0,116.32,0.9628,237.41
1789234225224,2026-09-12T17:30:25Z,MRVL,perp,bid,5.0,108628.82,2.8862,237.41
1789234225224,2026-09-12T17:30:25Z,MRVL,perp,ask,1.0,137695.23,0.7712,237.42
1789234225224,2026-09-12T17:30:25Z,MRVL,perp,ask,5.0,137695.23,0.7712,237.42
1789234225224,2026-09-12T17:30:25Z,NVDA,perp,bid,1.0,4258.09,0.5044,219.5
1789234225224,2026-09-12T17:30:25Z,NVDA,perp,bid,5.0,31057.35,1.3175,219.5
1789234225224,2026-09-12T17:30:25Z,NVDA,perp,ask,1.0,269805.54,0.3777,219.51
1789234225224,2026-09-12T17:30:25Z,NVDA,perp,ask,5.0,269805.54,0.3777,219.51
1789234225224,2026-09-12T17:30:25Z,QQQ,perp,bid,1.0,4492.14,0.136,716.46
1789234225224,2026-09-12T17:30:25Z,QQQ,perp,bid,5.0,4492.14,0.136,716.46
1789234225224,2026-09-12T17:30:25Z,QQQ,perp,ask,1.0,355850.76,0.2464,716.47
1789234225224,2026-09-12T17:30:25Z,QQQ,perp,ask,5.0,355850.76,0.2464,716.47
1789234225224,2026-09-12T17:30:25Z,SPY,perp,bid,1.0,27986.04,0.8951,765.97
1789234225224,2026-09-12T17:30:25Z,SPY,perp,bid,5.0,27986.04,0.8951,765.97
1789234225224,2026-09-12T17:30:25Z,SPY,perp,ask,1.0,2522722.72,0.2055,765.98
1789234225224,2026-09-12T17:30:25Z,SPY,perp,ask,5.0,2522722.72,0.2055,765.98
1789234225224,2026-09-12T17:30:25Z,TSLA,perp,bid,1.0,541.71,0.6258,366.04
1789234225224,2026-09-12T17:30:25Z,TSLA,perp,bid,5.0,3535.5,1.2526,366.04
1789234225224,2026-09-12T17:30:25Z,TSLA,perp,ask,1.0,162300.15,0.4592,366.06
1789234225224,2026-09-12T17:30:25Z,TSLA,perp,ask,5.0,162300.15,0.4592,366.06
1789234255227,2026-09-12T17:30:55Z,AAPL,perp,bid,1.0,176427.53,0.4377,333.69
1789234255227,2026-09-12T17:30:55Z,AAPL,perp,bid,5.0,176427.53,0.4377,333.69
1789234255227,2026-09-12T17:30:55Z,AAPL,perp,ask,1.0,253.62,0.4653,333.7
1789234255227,2026-09-12T17:30:55Z,AAPL,perp,ask,5.0,167178.69,1.4971,333.7
1789234255227,2026-09-12T17:30:55Z,GOOGL,perp,bid,1.0,819.5,0.5918,340.06
1789234255227,2026-09-12T17:30:55Z,GOOGL,perp,bid,5.0,4331.61,1.7432,340.06
1789234255227,2026-09-12T17:30:55Z,GOOGL,perp,ask,1.0,348486.33,0.9631,340.08
1789234255227,2026-09-12T17:30:55Z,GOOGL,perp,ask,5.0,348486.33,0.9631,340.08
1789234255227,2026-09-12T17:30:55Z,HOOD,perp,bid,1.0,10106.61,0.1722,112.41
1789234255227,2026-09-12T17:30:55Z,HOOD,perp,bid,5.0,35823.25,2.3885,112.41
1789234255227,2026-09-12T17:30:55Z,HOOD,perp,ask,1.0,1213.22,0.8556,112.43
1789234255227,2026-09-12T17:30:55Z,HOOD,perp,ask,5.0,119734.27,3.2621,112.43
1789234255227,2026-09-12T17:30:55Z,META,perp,bid,1.0,1098.3,0.7374,649.93
1789234255227,2026-09-12T17:30:55Z,META,perp,bid,5.0,7784.95,1.5578,649.93
1789234255227,2026-09-12T17:30:55Z,META,perp,ask,1.0,45333.18,0.9425,649.97
1789234255227,2026-09-12T17:30:55Z,META,perp,ask,5.0,45333.18,0.9425,649.97
1789234255227,2026-09-12T17:30:55Z,MRVL,perp,bid,1.0,49.86,0.0,237.41
1789234255227,2026-09-12T17:30:55Z,MRVL,perp,bid,5.0,109450.44,2.8479,237.41
1789234255227,2026-09-12T17:30:55Z,MRVL,perp,ask,1.0,137695.23,0.7712,237.42
1789234255227,2026-09-12T17:30:55Z,MRVL,perp,ask,5.0,137695.23,0.7712,237.42
1789234255227,2026-09-12T17:30:55Z,NVDA,perp,bid,1.0,3999.09,0.5076,219.5
1789234255227,2026-09-12T17:30:55Z,NVDA,perp,bid,5.0,14807.77,1.2794,219.5
1789234255227,2026-09-12T17:30:55Z,NVDA,perp,ask,1.0,269805.54,0.3777,219.51
1789234255227,2026-09-12T17:30:55Z,NVDA,perp,ask,5.0,269805.54,0.3777,219.51
1789234255227,2026-09-12T17:30:55Z,QQQ,perp,bid,1.0,4141.09,0.1157,716.46
1789234255227,2026-09-12T17:30:55Z,QQQ,perp,bid,5.0,4141.09,0.1157,716.46
1789234255227,2026-09-12T17:30:55Z,QQQ,perp,ask,1.0,356022.71,0.2462,716.47
1789234255227,2026-09-12T17:30:55Z,QQQ,perp,ask,5.0,356022.71,0.2462,716.47
1789234255227,2026-09-12T17:30:55Z,SPY,perp,bid,1.0,27986.04,0.8951,765.97
1789234255227,2026-09-12T17:30:55Z,SPY,perp,bid,5.0,27986.04,0.8951,765.97
1789234255227,2026-09-12T17:30:55Z,SPY,perp,ask,1.0,2522722.72,0.2055,765.98
1789234255227,2026-09-12T17:30:55Z,SPY,perp,ask,5.0,2522722.72,0.2055,765.98
1789234255227,2026-09-12T17:30:55Z,TSLA,perp,bid,1.0,523.41,0.6018,366.04
1789234255227,2026-09-12T17:30:55Z,TSLA,perp,bid,5.0,3517.2,1.2523,366.04
1789234255227,2026-09-12T17:30:55Z,TSLA,perp,ask,1.0,174125.67,0.5931,366.05
1789234255227,2026-09-12T17:30:55Z,TSLA,perp,ask,5.0,174125.67,0.5931,366.05
1789234285233,2026-09-12T17:31:25Z,AAPL,perp,bid,1.0,176427.53,0.4377,333.69
1789234285233,2026-09-12T17:31:25Z,AAPL,perp,bid,5.0,176427.53,0.4377,333.69
1789234285233,2026-09-12T17:31:25Z,AAPL,perp,ask,1.0,253.62,0.4653,333.7
1789234285233,2026-09-12T17:31:25Z,AAPL,perp,ask,5.0,167178.69,1.4971,333.7
1789234285233,2026-09-12T17:31:25Z,GOOGL,perp,bid,1.0,3931.32,0.7127,339.81
1789234285233,2026-09-12T17:31:25Z,GOOGL,perp,bid,5.0,3931.32,0.7127,339.81
1789234285233,2026-09-12T17:31:25Z,GOOGL,perp,ask,1.0,252237.6,0.9195,339.82
1789234285233,2026-09-12T17:31:25Z,GOOGL,perp,ask,5.0,252237.6,0.9195,339.82
1789234285233,2026-09-12T17:31:25Z,HOOD,perp,bid,1.0,10106.61,0.1722,112.41
1789234285233,2026-09-12T17:31:25Z,HOOD,perp,bid,5.0,35982.82,2.3937,112.41
1789234285233,2026-09-12T17:31:25Z,HOOD,perp,ask,1.0,1213.22,0.8556,112.43
1789234285233,2026-09-12T17:31:25Z,HOOD,perp,ask,5.0,109509.84,3.1515,112.43
1789234285233,2026-09-12T17:31:25Z,META,perp,bid,1.0,2280.73,0.9115,649.84
1789234285233,2026-09-12T17:31:25Z,META,perp,bid,5.0,6965.1,1.6982,649.84
1789234285233,2026-09-12T17:31:25Z,META,perp,ask,1.0,64.99,0.1539,649.86
1789234285233,2026-09-12T17:31:25Z,META,perp,ask,5.0,40243.97,1.1524,649.86
1789234285233,2026-09-12T17:31:25Z,MRVL,perp,bid,1.0,56.98,0.0,237.43
1789234285233,2026-09-12T17:31:25Z,MRVL,perp,bid,5.0,22869.12,3.174,237.43
1789234285233,2026-09-12T17:31:25Z,MRVL,perp,ask,1.0,196164.12,0.5194,237.44
1789234285233,2026-09-12T17:31:25Z,MRVL,perp,ask,5.0,196164.12,0.5194,237.44
1789234285233,2026-09-12T17:31:25Z,NVDA,perp,bid,1.0,26357.25,0.951,219.5
1789234285233,2026-09-12T17:31:25Z,NVDA,perp,bid,5.0,31058.08,1.0829,219.5
1789234285233,2026-09-12T17:31:25Z,NVDA,perp,ask,1.0,266611.68,0.3826,219.51
1789234285233,2026-09-12T17:31:25Z,NVDA,perp,ask,5.0,266611.68,0.3826,219.51
1789234285233,2026-09-12T17:31:25Z,QQQ,perp,bid,1.0,4141.09,0.1157,716.46
1789234285233,2026-09-12T17:31:25Z,QQQ,perp,bid,5.0,4141.09,0.1157,716.46
1789234285233,2026-09-12T17:31:25Z,QQQ,perp,ask,1.0,356022.71,0.2462,716.47
1789234285233,2026-09-12T17:31:25Z,QQQ,perp,ask,5.0,356022.71,0.2462,716.47
1789234285233,2026-09-12T17:31:25Z,SPY,perp,bid,1.0,26814.23,0.8884,765.97
1789234285233,2026-09-12T17:31:25Z,SPY,perp,bid,5.0,111973.54,1.0071,765.97
1789234285233,2026-09-12T17:31:25Z,SPY,perp,ask,1.0,2522722.72,0.2055,765.98
1789234285233,2026-09-12T17:31:25Z,SPY,perp,ask,5.0,2522722.72,0.2055,765.98
1789234285233,2026-09-12T17:31:25Z,TSLA,perp,bid,1.0,523.41,0.6018,366.04
1789234285233,2026-09-12T17:31:25Z,TSLA,perp,bid,5.0,3517.2,1.2523,366.04
1789234285233,2026-09-12T17:31:25Z,TSLA,perp,ask,1.0,226885.0,0.963,366.05
1789234285233,2026-09-12T17:31:25Z,TSLA,perp,ask,5.0,226885.0,0.963,366.05
1789234315238,2026-09-12T17:31:55Z,AAPL,perp,bid,1.0,176427.53,0.4377,333.69
1789234315238,2026-09-12T17:31:55Z,AAPL,perp,bid,5.0,176427.53,0.4377,333.69
1789234315238,2026-09-12T17:31:55Z,AAPL,perp,ask,1.0,440.52,0.7764,333.7
1789234315238,2026-09-12T17:31:55Z,AAPL,perp,ask,5.0,167505.76,1.4969,333.7
1789234315238,2026-09-12T17:31:55Z,GOOGL,perp,bid,1.0,4257.54,0.9399,339.82
1789234315238,2026-09-12T17:31:55Z,GOOGL,perp,bid,5.0,14698.37,1.5265,339.82
1789234315238,2026-09-12T17:31:55Z,GOOGL,perp,ask,1.0,253992.12,0.2056,339.85
1789234315238,2026-09-12T17:31:55Z,GOOGL,perp,ask,5.0,253992.12,0.2056,339.85
1789234315238,2026-09-12T17:31:55Z,HOOD,perp,bid,1.0,10106.61,0.1722,112.41
1789234315238,2026-09-12T17:31:55Z,HOOD,perp,bid,5.0,30932.95,2.5542,112.41
1789234315238,2026-09-12T17:31:55Z,HOOD,perp,ask,1.0,877.04,0.9328,112.43
1789234315238,2026-09-12T17:31:55Z,HOOD,perp,ask,5.0,74614.05,3.2995,112.43
1789234315238,2026-09-12T17:31:55Z,META,perp,bid,1.0,4502.74,0.9902,649.81
1789234315238,2026-09-12T17:31:55Z,META,perp,bid,5.0,7179.5,1.2569,649.81
1789234315238,2026-09-12T17:31:55Z,META,perp,ask,1.0,58.49,0.1368,649.86
1789234315238,2026-09-12T17:31:55Z,META,perp,ask,5.0,40451.96,1.1546,649.86
1789234315238,2026-09-12T17:31:55Z,MRVL,perp,bid,1.0,47.49,0.0,237.43
1789234315238,2026-09-12T17:31:55Z,MRVL,perp,bid,5.0,22859.62,3.1753,237.43
1789234315238,2026-09-12T17:31:55Z,MRVL,perp,ask,1.0,195249.9,0.5179,237.44
1789234315238,2026-09-12T17:31:55Z,MRVL,perp,ask,5.0,195249.9,0.5179,237.44
1789234315238,2026-09-12T17:31:55Z,NVDA,perp,bid,1.0,25859.02,0.9564,219.5
